id,price
0,4966.124306135377
1,1617.3176367470874
2,14916.4168287731
3,5145.074812110446
4,1711.6671254415864
5,2679.02958674113
6,1711.6671254415864
7,1711.6671254415864
8,4023.948615956116
9,7589.5922865171215
10,2679.02958674113
11,787.6264243941841
12,787.6264243941841
13,4023.948615956116
14,787.6264243941841
15,4966.124306135377
16,2266.1486545080033
17,4966.124306135377
18,787.6264243941841
19,4023.948615956116
20,787.6264243941841
21,7589.5922865171215
22,787.6264243941841
23,7589.5922865171215
24,4966.124306135377
25,5145.074812110446
26,5145.074812110446
27,787.6264243941841
28,2608.566374011757
29,14916.4168287731
30,787.6264243941841
31,4078.5619226398844
32,7410.641780542052
33,7589.5922865171215
34,1617.3176367470874
35,1711.6671254415864
36,787.6264243941841
37,2679.02958674113
38,14916.4168287731
39,787.6264243941841
40,787.6264243941841
41,4966.124306135377
42,2679.02958674113
43,5145.074812110446
44,2679.02958674113
45,787.6264243941841
46,4966.124306135377
47,4966.124306135377
48,4023.948615956116
49,1711.6671254415864
50,787.6264243941841
51,787.6264243941841
52,787.6264243941841
53,2679.02958674113
54,4966.124306135377
55,787.6264243941841
56,4911.510999451609
57,2679.02958674113
58,1711.6671254415864
59,787.6264243941841
60,5145.074812110446
61,7410.641780542052
62,1711.6671254415864
63,4023.948615956116
64,4023.948615956116
65,5145.074812110446
66,2679.02958674113
67,4023.948615956116
68,787.6264243941841
69,787.6264243941841
70,4023.948615956116
71,4911.510999451609
72,1711.6671254415864
73,4966.124306135377
74,2679.02958674113
75,14916.4168287731
76,14916.4168287731
77,11044.661118529342
78,787.6264243941841
79,10933.069848751487
80,4023.948615956116
81,7410.641780542052
82,7410.641780542052
83,7662.724322180118
84,7589.5922865171215
85,11044.661118529342
86,1711.6671254415864
87,10933.069848751487
88,787.6264243941841
89,1617.3176367470874
90,14916.4168287731
91,4966.124306135377
92,1711.6671254415864
93,787.6264243941841
94,2679.02958674113
95,787.6264243941841
96,787.6264243941841
97,3945.91561522696
98,787.6264243941841
99,10933.069848751487
100,787.6264243941841
101,2679.02958674113
102,4023.948615956116
103,1259.4490524866962
104,5145.074812110446
105,787.6264243941841
106,10933.069848751487
107,787.6264243941841
108,787.6264243941841
109,4023.948615956116
110,3945.91561522696
111,7410.641780542052
112,1711.6671254415864
113,1319.3388811876066
114,2679.02958674113
115,4023.948615956116
116,14916.4168287731
117,1711.6671254415864
118,787.6264243941841
119,787.6264243941841
120,787.6264243941841
121,7589.5922865171215
122,787.6264243941841
123,4023.948615956116
124,7815.3217092062
125,787.6264243941841
126,1711.6671254415864
127,2679.02958674113
128,1711.6671254415864
129,4023.948615956116
130,1711.6671254415864
131,2679.02958674113
132,787.6264243941841
133,787.6264243941841
134,787.6264243941841
135,2679.02958674113
136,787.6264243941841
137,2679.02958674113
138,4966.124306135377
139,2679.02958674113
140,787.6264243941841
141,10933.069848751487
142,1711.6671254415864
143,14916.4168287731
144,7410.641780542052
145,787.6264243941841
146,1711.6671254415864
147,11044.661118529342
148,7662.724322180118
149,4023.948615956116
150,4023.948615956116
151,7662.724322180118
152,787.6264243941841
153,2679.02958674113
154,4966.124306135377
155,4966.124306135377
156,4966.124306135377
157,11044.661118529342
158,1711.6671254415864
159,10933.069848751487
160,2679.02958674113
161,4911.510999451609
162,787.6264243941841
163,4966.124306135377
164,2679.02958674113
165,787.6264243941841
166,787.6264243941841
167,4966.124306135377
168,2679.02958674113
169,14201.198000212307
170,10933.069848751487
171,7589.5922865171215
172,2679.02958674113
173,10933.069848751487
174,787.6264243941841
175,787.6264243941841
176,787.6264243941841
177,787.6264243941841
178,1711.6671254415864
179,5145.074812110446
180,787.6264243941841
181,2679.02958674113
182,2679.02958674113
183,787.6264243941841
184,2679.02958674113
185,787.6264243941841
186,4911.510999451609
187,7410.641780542052
188,7410.641780542052
189,14916.4168287731
190,5145.074812110446
191,2679.02958674113
192,2679.02958674113
193,787.6264243941841
194,4966.124306135377
195,10933.069848751487
196,4023.948615956116
197,7178.493605527087
198,2936.8353317506676
199,7662.724322180118
200,787.6264243941841
201,787.6264243941841
202,787.6264243941841
203,7410.641780542052
204,4276.031157594181
205,5145.074812110446
206,1259.4490524866962
207,2608.566374011757
208,7589.5922865171215
209,4078.5619226398844
210,787.6264243941841
211,4966.124306135377
212,2679.02958674113
213,1711.6671254415864
214,787.6264243941841
215,10933.069848751487
216,787.6264243941841
217,4966.124306135377
218,5145.074812110446
219,787.6264243941841
220,1711.6671254415864
221,2679.02958674113
222,4966.124306135377
223,787.6264243941841
224,787.6264243941841
225,787.6264243941841
226,2679.02958674113
227,4966.124306135377
228,787.6264243941841
229,787.6264243941841
230,4911.510999451609
231,4911.510999451609
232,5145.074812110446
233,787.6264243941841
234,787.6264243941841
235,2679.02958674113
236,787.6264243941841
237,2679.02958674113
238,5145.074812110446
239,1711.6671254415864
240,787.6264243941841
241,2679.02958674113
242,14916.4168287731
243,787.6264243941841
