id,price
0,4667.995
1,1018.76
2,14959.28
3,6537.91
4,1493.834392857143
5,2098.74
6,1937.395
7,1865.93
8,3413.015
9,15229.51
10,3563.572
11,575.185
12,650.895
13,3576.645
14,970.58
15,4501.525
16,1621.32
17,5034.645
18,618.144
19,3688.84
20,713.435
21,8233.25
22,861.955
23,11284.435
24,4027.457142857143
25,6961.095
26,5479.74
27,577.3675
28,2295.665
29,16237.02
30,751.185
31,4721.77
32,10279.15
33,6331.60255952381
34,1607.815
35,1357.94
36,624.87
37,2415.56
38,16224.98
39,383.85
40,1077.43
41,5905.345
42,2361.515
43,5129.34
44,2153.71
45,1342.815
46,5411.7
47,5520.505
48,3585.6290000000004
49,1336.45
50,480.06
51,657.86
52,656.55
53,2570.8375
54,4519.14
55,702.19
56,4409.44
57,2081.395
58,2050.215
59,912.968142857143
60,5985.965
61,7344.26
62,1401.09
63,4185.87
64,3791.925
65,7606.34
66,2802.575
67,3390.915
68,799.72
69,729.675
70,5262.23
71,4837.12
72,985.68
73,5072.565
74,2793.67
75,14193.31
76,15262.305
77,13387.66
78,769.095
79,11081.79
80,3477.79
81,6233.48
82,6011.935
83,13202.055333333332
84,6166.99875
85,11730.045
86,1899.6416666666669
87,8493.55
88,972.4275
89,1990.335
90,13341.809166666668
91,5068.24
92,1705.18
93,819.875
94,2786.24
95,1010.9
96,1093.665
97,3091.895
98,1023.095
99,11478.01
100,592.07
101,2293.905
102,3238.045
103,813.58
104,6102.785
105,796.74
106,8279.295
107,1006.255
108,696.75
109,4303.005
110,2721.97
111,6484.74
112,1329.31
113,622.36
114,4296.36
115,2176.83875
116,13590.01
117,1484.95
118,1055.87
119,844.075
120,512.075
121,12987.48875
122,457.79
123,3886.825
124,11483.565
125,816.83
126,1228.59
127,2240.31
128,2611.8
129,4140.285
130,1507.79
131,2796.65
132,624.255
133,490.8925
134,616.905
135,2782.01
136,479.53
137,2327.525
138,4989.165
139,3326.97
140,485.23
141,10666.085
142,1316.94
143,17057.425
144,6512.705
145,729.69
146,1543.04
147,16604.8
148,13155.25
149,5836.12
150,4287.435
151,9719.42
152,600.99
153,2255.08
154,4111.745
155,4522.05
156,6451.385
157,13966.285
158,2161.04375
159,11781.66
160,2581.3
161,3791.94
162,481.05
163,4604.06
164,2568.76
165,798.635
166,724.57
167,4336.325
168,3351.3
169,14168.205
170,10077.335
171,10888.098333333335
172,1987.81
173,12424.905
174,586.61
175,901.89
176,914.25
177,679.59
178,1223.65
179,4774.88
180,1190.22
181,2123.795
182,2497.84
183,662.955
184,3109.83
185,537.975
186,5117.89
187,6220.32
188,7554.90125
189,14421.59
190,7612.825
191,2644.685
192,2412.275
193,732.35
194,4624.22
195,9226.73
196,3358.845
197,5157.71875
198,1360.595
199,12367.685
200,816.095
201,934.81
202,766.655
203,6260.685
204,4669.905
205,5892.505
206,1256.985
207,2447.435
208,7513.415
209,3806.44
210,546.6
211,5145.41
212,2303.09
213,1342.27
214,1252.76
215,10126.6125
216,1133.255
217,4594.1
218,5234.215
219,583.295
220,1992.68
221,2760.105
222,5528.06
223,1391.065
224,776.405
225,510.085
226,2579.18
227,5170.9
228,843.91
229,668.26
230,3951.29
231,3172.82
232,6043.67
233,756.18
234,775.16
235,2758.155
236,587.145
237,2470.975
238,5001.9
239,2694.41
240,401.915
241,2303.5
242,16522.65
243,654.245
244,964.765
245,1206.47
246,2245.052
247,970.22
248,11245.83
249,725.17
250,1168.175
251,1509.82
252,1305.3
253,684.56
254,676.875
255,695.065
256,11607.845
257,753.245
258,723.69
259,12565.475
260,445.18
261,7052.280833333332
262,7307.67
263,5542.39
264,1621.35
265,9844.235
266,2892.48
267,2397.08
268,449.82
269,1697.28
270,921.18
271,6930.19
272,3631.115
273,979.9425
274,9395.7
275,571.53
276,1231.125
277,3878.15
278,502.245
279,2239.195
280,1060.475
281,11340.425
282,1989.51
283,8576.775
284,448.485
285,10015.025
286,9719.215
287,2234.005
288,756.62
289,1324.515
290,847.34
291,5366.19
292,1415.88
293,10155.12
294,512.425
295,10270.99
296,2811.675
297,1629.215
298,761.405
299,2116.73875
300,10853.645
301,1749.775
302,2723.795
303,3760.97
304,6307.09625
305,1814.115
306,712.85
307,513.2
308,999.075
309,11884.925
310,1384.56
311,4850.985
312,14901.233333333335
313,1345.005
314,6351.91
315,6049.56
316,960.575
317,8929.83
318,6100.828333333333
319,2998.63
320,1778.87
321,3715.5
322,1094.61
323,626.64
324,625.0
325,4223.245
326,718.97
327,851.085
328,2713.22
329,3633.41
330,15221.87
331,2778.93
332,2349.65
333,768.015
334,7869.28
335,3803.07
336,4908.21
337,413.165
338,867.125
339,11120.04
340,670.65
341,423.685
342,717.83
343,1854.535
344,750.73
345,3363.195
346,1913.34
347,3995.67
348,7078.255
349,2426.745
350,673.475
351,1811.1608333333331
352,6303.065
353,1566.535
354,864.52
355,12821.595
356,7437.575
357,911.35
358,795.52
359,16362.915
360,2425.665
361,6988.3
362,2206.59
363,3667.65
364,14612.099166666667
365,501.56
366,5820.33
367,1833.74
368,3696.68
369,11783.055
370,8376.125
371,2829.52
372,971.35
373,2611.15
374,10292.04
375,7149.615
376,2952.085
377,1714.92
378,4123.85
379,6033.035
380,1527.48
381,2957.56
382,785.615
383,1306.42
384,9919.08
385,1995.86
386,3467.21
387,13933.565
388,789.41
389,659.37
390,1670.9
391,3725.37
392,1279.68
393,723.15
394,13770.925
395,8286.76
396,875.38
397,5197.735
398,2641.58
399,1537.425
400,2913.095
401,975.465
402,10767.4125
403,4916.92
404,4619.755
405,855.1
406,1060.885
407,4279.035
408,9286.46
409,2293.525
410,11456.14
411,5464.955
412,2082.93
413,857.275
414,4693.895
415,720.3
416,4204.625
417,3369.145
418,1704.985
419,7400.485
420,3621.43
421,1834.475
422,5243.05
423,2145.13
424,12399.98
425,2378.565
426,6286.78
427,3677.0
428,1099.645
429,2649.76
430,5073.525
431,1310.205
432,2439.28
433,7176.423333333332
434,8990.95
435,13675.965
436,991.445
437,1201.81
438,1077.015
439,5410.655
440,646.3
441,1473.035
442,16206.065
443,932.82
444,884.495
445,670.445
446,3134.37
447,2661.175
448,1004.345
449,903.32
450,10842.005
451,5318.67
452,7424.205
453,5618.0
454,572.64
455,733.88
456,14663.33
457,532.405
458,549.75
459,713.445
460,3533.865
461,16546.265
462,2873.33
463,7698.99
464,5217.525
465,3927.38
466,1275.085
467,553.885
468,1135.145
469,388.83
470,710.32
471,1022.675
472,2766.655
473,3566.37
474,4802.765
475,2122.035
476,825.18
477,1504.67
478,6030.0975
479,3762.475
480,8486.69
481,2698.705
482,660.13
483,1247.38
484,6038.24
485,980.51
486,5404.385
487,1019.165
488,2379.135
489,843.155
490,2766.625
491,607.025
492,964.05
493,2821.015
494,1010.045
495,2585.565
496,5759.05
497,1035.605
498,12183.485
499,1747.3485
500,887.88
501,2957.245
502,872.925
503,1936.88
504,1256.115
505,3768.72
506,681.635
507,7993.7725
508,641.295
509,6955.925
510,907.395
511,11045.865
512,1421.15
513,15624.485
514,2153.205
515,1042.13
516,9040.885
517,5581.89
518,2689.065
519,801.39
520,1187.53
521,6281.25
522,541.34
523,1616.14
524,4184.47
525,468.23
526,12209.09
527,3603.265
528,443.52
529,622.12
530,948.645
531,580.46
532,821.655
533,862.05
534,2350.69
535,1344.895
536,2202.57
537,1706.075
538,3298.105
539,4255.435
540,2319.775
541,7899.425
542,2987.155
543,5203.51
544,2413.005
545,8722.76
546,1322.825
547,4385.275
548,493.505
